id,order_id,tenant_id,amount_cents,currency,payment_method,payment_status,gateway,gateway_transaction_id,gateway_customer_id,gateway_payment_method_id,payment_method_details,authorized_at,captured_at,failed_at,cancelled_at,error_code,error_message,metadata,ip_address,created_at,updated_at,gateway_type,gateway_authorization_id,gateway_fee_cents,net_amount_cents,gateway_response,authorization_expires_at,platform_fee_cents,platform_fee_percentage,platform_fee_fixed_cents,total_fees_cents,fee_waived,fee_waived_reason,is_deposit_payment,deposit_percentage,deposit_forfeited,forfeited_at,platform_forfeit_fee_cents,retailer_forfeit_amount_cents
pay-v42vuyheou,ord-ego8xe2utj,tid-m8ijkrnk,1599,USD,paypal,paid,,3U930283SU4705048,,,,,,,,,,{},,2026-01-12 16:55:21.247,2026-01-12 16:55:40.717556,paypal,,0,1599,"{""id"": ""3U930283SU4705048"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/3U930283SU4705048"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""1PR55218NA7603359"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/1PR55218NA7603359"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/1PR55218NA7603359/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/3U930283SU4705048"", ""method"": ""GET""}], ""amount"": {""value"": ""15.99"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-12T16:55:40Z"", ""update_time"": ""2026-01-12T16:55:40Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""14.94"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""1.05"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""15.99"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""95131"", ""admin_area_1"": ""CA"", ""admin_area_2"": ""San Jose"", ""country_code"": ""US"", ""address_line_1"": ""1 Main St""}}, ""reference_id"": ""ord-ego8xe2utj""}]}",,48,,0,0,f,,f,,f,,0,0
pay-o25u1vewfv,ord-csz6c1gngs,tid-m8ijkrnk,6985,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-12 20:58:03.77,2026-01-12 20:58:03.769,paypal,,0,6985,{},,210,,0,0,f,,f,,f,,0,0
pay-R4KG-a9440cshn6,oid-R4KG-ly5anb0h,tid-042hi7ju,23,USD,paypal,pending,,,,,,,,,,,,{},,2026-05-03 10:12:39.148,2026-05-03 10:12:39.147,paypal,,0,23,{},,0,0.00,0,0,t,Free transaction 1/10 this month,t,10.00,f,,0,0
pay-R4KG-b5akf35yqn,oid-R4KG-8srt0iih,tid-042hi7ju,23,USD,paypal,pending,,,,,,,,,,,,{},,2026-05-03 10:15:06.945,2026-05-03 10:15:06.941,paypal,,0,23,{},,0,0.00,0,0,t,Free transaction 1/10 this month,t,10.00,f,,0,0
pay-a8j6qf1ied,ord-fmgmjomgx0,tid-m8ijkrnk,6985,USD,paypal,paid,,3C001121C0059094V,,,,,,,,,,{},,2026-01-12 20:58:03.768,2026-01-12 20:58:30.805849,paypal,,0,6985,"{""id"": ""3C001121C0059094V"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/3C001121C0059094V"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""9LJ357633U847500N"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/9LJ357633U847500N"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/9LJ357633U847500N/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/3C001121C0059094V"", ""method"": ""GET""}], ""amount"": {""value"": ""69.85"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-12T20:58:30Z"", ""update_time"": ""2026-01-12T20:58:30Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""66.92"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""2.93"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""69.85"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""95131"", ""admin_area_1"": ""CA"", ""admin_area_2"": ""San Jose"", ""country_code"": ""US"", ""address_line_1"": ""1 Main St""}}, ""reference_id"": ""ord-fmgmjomgx0""}]}",,210,,0,0,f,,f,,f,,0,0
pay-R4KG-up45i78uyr,oid-R4KG-w50p60ue,tid-042hi7ju,23,USD,paypal,pending,,,,,,,,,,,,{},,2026-05-03 10:19:01.156,2026-05-03 10:19:01.154,paypal,,0,23,{},,0,0.00,0,0,t,Free transaction 1/10 this month,t,10.00,f,,0,0
pay-38zvjlqvos,ord-5ai0wlrjez,tid-m8ijkrnk,6999,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-12 21:23:15.766,2026-01-12 21:23:15.764,paypal,,0,6999,{},,210,,0,0,f,,f,,f,,0,0
pay-R4KG-8u12g2afni,oid-R4KG-znejxmuq,tid-042hi7ju,23,USD,paypal,pending,,,,,,,,,,,,{},,2026-05-03 10:19:14.248,2026-05-03 10:19:14.247,paypal,,0,23,{},,0,0.00,0,0,t,Free transaction 1/10 this month,t,10.00,f,,0,0
pay-busedygg1e,ord-iz5xp7b002,tid-m8ijkrnk,6999,USD,paypal,paid,,1LL55374G24848102,,,,,,,,,,{},,2026-01-12 21:23:15.769,2026-01-12 21:23:34.413423,paypal,,0,6999,"{""id"": ""1LL55374G24848102"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/1LL55374G24848102"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""1WF42525CG415673K"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/1WF42525CG415673K"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/1WF42525CG415673K/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/1LL55374G24848102"", ""method"": ""GET""}], ""amount"": {""value"": ""69.99"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-12T21:23:33Z"", ""update_time"": ""2026-01-12T21:23:33Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""67.06"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""2.93"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""69.99"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""95131"", ""admin_area_1"": ""CA"", ""admin_area_2"": ""San Jose"", ""country_code"": ""US"", ""address_line_1"": ""1 Main St""}}, ""reference_id"": ""ord-iz5xp7b002""}]}",,210,,0,0,f,,f,,f,,0,0
pay-s18x516rbq,ord-s3rb8jo95c,tid-m8ijkrnk,1299,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-12 23:53:39.607,2026-01-12 23:53:39.606,paypal,,0,1299,{},,39,,0,0,f,,f,,f,,0,0
pay-qvwmaxgt56,ord-zmo6enwvdw,tid-m8ijkrnk,1299,USD,paypal,paid,,13W27958Y6340380C,,,,,,,,,,{},,2026-01-12 23:53:39.61,2026-01-12 23:54:00.38099,paypal,,0,1299,"{""id"": ""13W27958Y6340380C"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/13W27958Y6340380C"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""2WC69338L12208907"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/2WC69338L12208907"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/2WC69338L12208907/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/13W27958Y6340380C"", ""method"": ""GET""}], ""amount"": {""value"": ""12.99"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-12T23:53:59Z"", ""update_time"": ""2026-01-12T23:53:59Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""12.05"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""0.94"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""12.99"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""95131"", ""admin_area_1"": ""CA"", ""admin_area_2"": ""San Jose"", ""country_code"": ""US"", ""address_line_1"": ""1 Main St""}}, ""reference_id"": ""ord-zmo6enwvdw""}]}",,39,,0,0,f,,f,,f,,0,0
pay-8jenqs6arr,ord-14migsi9fi,tid-m8ijkrnk,2898,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-13 00:40:41.098,2026-01-13 00:40:41.096,paypal,,0,2898,{},,87,,0,0,f,,f,,f,,0,0
pay-9qw73acsft,ord-csgjg0jypo,tid-m8ijkrnk,2898,USD,paypal,paid,,8YM66217J82939835,,,,,,,,,,{},,2026-01-13 00:40:41.099,2026-01-13 00:40:58.900035,paypal,,0,2898,"{""id"": ""8YM66217J82939835"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/8YM66217J82939835"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""5K9409364W289721T"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/5K9409364W289721T"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/5K9409364W289721T/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/8YM66217J82939835"", ""method"": ""GET""}], ""amount"": {""value"": ""28.98"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-13T00:40:58Z"", ""update_time"": ""2026-01-13T00:40:58Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""27.48"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""1.50"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""28.98"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""95131"", ""admin_area_1"": ""CA"", ""admin_area_2"": ""San Jose"", ""country_code"": ""US"", ""address_line_1"": ""1 Main St""}}, ""reference_id"": ""ord-csgjg0jypo""}]}",,87,,0,0,f,,f,,f,,0,0
pay-g7nd5gcy1x,ord-6mjzrofgn0,tid-m8ijkrnk,5599,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-13 01:07:46.63,2026-01-13 01:07:46.629,paypal,,0,5599,{},,168,,0,0,f,,f,,f,,0,0
pay-3oktj6remb,ord-xxv0skwoo9,tid-m8ijkrnk,5599,USD,paypal,paid,,9DT272702R805912M,,,,,,,,,,{},,2026-01-13 01:07:46.629,2026-01-13 01:08:07.678778,paypal,,0,5599,"{""id"": ""9DT272702R805912M"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/9DT272702R805912M"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""8C991679YA963324N"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/8C991679YA963324N"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/8C991679YA963324N/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/9DT272702R805912M"", ""method"": ""GET""}], ""amount"": {""value"": ""55.99"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-13T01:08:07Z"", ""update_time"": ""2026-01-13T01:08:07Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""53.55"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""2.44"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""55.99"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""95131"", ""admin_area_1"": ""CA"", ""admin_area_2"": ""San Jose"", ""country_code"": ""US"", ""address_line_1"": ""1 Main St""}}, ""reference_id"": ""ord-xxv0skwoo9""}]}",,168,,0,0,f,,f,,f,,0,0
pay-zccvttdb3f,ord-1uv4wrz4rz,tid-m8ijkrnk,8500,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-13 01:52:51.308,2026-01-13 01:52:51.306,paypal,,0,8500,{},,255,,0,0,f,,f,,f,,0,0
pay-aozplo5vza,ord-87hkf57zh5,tid-m8ijkrnk,8500,USD,paypal,pending,,9V72524997834212S,,,,,,,,,,{},,2026-01-13 01:52:51.31,2026-01-13 01:52:56.514476,paypal,,0,8500,{},,255,,0,0,f,,f,,f,,0,0
pay-ngu6n0o6cd,ord-vdjmufc680,tid-m8ijkrnk,8500,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-13 01:54:31.86,2026-01-13 01:54:31.859,paypal,,0,8500,{},,255,,0,0,f,,f,,f,,0,0
pay-4ar2awx2ym,ord-l4td6o7icx,tid-m8ijkrnk,8500,USD,paypal,paid,,2AJ00163S02544025,,,,,,,,,,{},,2026-01-13 01:54:31.877,2026-01-13 01:54:47.921268,paypal,,0,8500,"{""id"": ""2AJ00163S02544025"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/2AJ00163S02544025"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""874814691W433601L"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/874814691W433601L"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/874814691W433601L/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/2AJ00163S02544025"", ""method"": ""GET""}], ""amount"": {""value"": ""85.00"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-13T01:54:47Z"", ""update_time"": ""2026-01-13T01:54:47Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""81.54"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""3.46"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""85.00"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""10001"", ""admin_area_1"": ""NY"", ""admin_area_2"": ""New York"", ""country_code"": ""US"", ""address_line_1"": ""123 Main Street"", ""address_line_2"": ""Apt 4B""}}, ""reference_id"": ""ord-l4td6o7icx""}]}",,255,,0,0,f,,f,,f,,0,0
pay-vf7e528x62,ord-e11q4rhs9w,tid-m8ijkrnk,8500,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-13 12:15:30.984,2026-01-13 12:15:30.983,paypal,,0,8500,{},,255,,0,0,f,,f,,f,,0,0
pay-zes27up3kv,ord-5gfnl1myg7,tid-m8ijkrnk,8500,USD,paypal,paid,,4BB571985U6762009,,,,,,,,,,{},,2026-01-13 12:15:30.981,2026-01-13 12:15:51.653185,paypal,,0,8500,"{""id"": ""4BB571985U6762009"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/4BB571985U6762009"", ""method"": ""GET""}], ""payer"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""payer_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com""}, ""status"": ""COMPLETED"", ""payment_source"": {""paypal"": {""name"": {""surname"": ""Doe"", ""given_name"": ""John""}, ""address"": {""country_code"": ""US""}, ""account_id"": ""UEEQHZ95KZ8GY"", ""email_address"": ""niftytek-buyer@gmail.com"", ""account_status"": ""VERIFIED""}}, ""purchase_units"": [{""payments"": {""captures"": [{""id"": ""0B464101R6567172U"", ""links"": [{""rel"": ""self"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/0B464101R6567172U"", ""method"": ""GET""}, {""rel"": ""refund"", ""href"": ""https://api.sandbox.paypal.com/v2/payments/captures/0B464101R6567172U/refund"", ""method"": ""POST""}, {""rel"": ""up"", ""href"": ""https://api.sandbox.paypal.com/v2/checkout/orders/4BB571985U6762009"", ""method"": ""GET""}], ""amount"": {""value"": ""85.00"", ""currency_code"": ""USD""}, ""status"": ""COMPLETED"", ""create_time"": ""2026-01-13T12:15:50Z"", ""update_time"": ""2026-01-13T12:15:50Z"", ""final_capture"": true, ""seller_protection"": {""status"": ""ELIGIBLE"", ""dispute_categories"": [""ITEM_NOT_RECEIVED"", ""UNAUTHORIZED_TRANSACTION""]}, ""seller_receivable_breakdown"": {""net_amount"": {""value"": ""81.54"", ""currency_code"": ""USD""}, ""paypal_fee"": {""value"": ""3.46"", ""currency_code"": ""USD""}, ""gross_amount"": {""value"": ""85.00"", ""currency_code"": ""USD""}}}]}, ""shipping"": {""name"": {""full_name"": ""John Doe""}, ""address"": {""postal_code"": ""10001"", ""admin_area_1"": ""NY"", ""admin_area_2"": ""New York"", ""country_code"": ""US"", ""address_line_1"": ""123 Main Street"", ""address_line_2"": ""Apt 4B""}}, ""reference_id"": ""ord-5gfnl1myg7""}]}",,255,,0,0,f,,f,,f,,0,0
pay-935dicufhl,ord-tuupp595vh,tid-m8ijkrnk,5999,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-14 21:28:55.65,2026-01-14 21:28:55.649,paypal,,0,5999,{},,180,,0,0,f,,f,,f,,0,0
pay-93hgc48g2e,ord-1xmhn2jy75,tid-m8ijkrnk,5999,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-14 21:28:55.647,2026-01-14 21:28:55.646,paypal,,0,5999,{},,180,,0,0,f,,f,,f,,0,0
pay-sb18hdqkhq,ord-tuupp595vh,tid-m8ijkrnk,5999,USD,credit_card,pending,,pi_3Spbcc2Ng8vHl3910vcNvOMI,,,,,,,,,,{},,2026-01-14 21:28:56.759,2026-01-14 21:28:56.757,square,,0,5999,"{""id"": ""pi_3Spbcc2Ng8vHl3910vcNvOMI"", ""amount"": 5999, ""object"": ""payment_intent"", ""review"": null, ""source"": null, ""status"": ""requires_payment_method"", ""created"": 1768426138, ""invoice"": null, ""currency"": ""usd"", ""customer"": null, ""livemode"": false, ""metadata"": {""order_id"": ""ord-tuupp595vh"", ""tenant_id"": ""tid-m8ijkrnk"", ""order_number"": ""ORD-2026-000093-5022"", ""customer_email"": ""niftytek-buyer@gmail.com""}, ""shipping"": null, ""processing"": null, ""application"": null, ""canceled_at"": null, ""description"": null, ""next_action"": null, ""on_behalf_of"": null, ""client_secret"": ""pi_3Spbcc2Ng8vHl3910vcNvOMI_secret_YLH310YZ8Aw4yl9aPlntBJbRT"", ""latest_charge"": null, ""receipt_email"": null, ""transfer_data"": null, ""amount_details"": {""tip"": {}}, ""capture_method"": ""automatic_async"", ""payment_method"": null, ""transfer_group"": null, ""amount_received"": 0, ""customer_account"": null, ""amount_capturable"": 0, ""last_payment_error"": null, ""setup_future_usage"": null, ""cancellation_reason"": null, ""confirmation_method"": ""automatic"", ""payment_method_types"": [""card"", ""klarna"", ""link"", ""cashapp"", ""amazon_pay""], ""statement_descriptor"": null, ""application_fee_amount"": null, ""payment_method_options"": {""card"": {""network"": null, ""installments"": null, ""mandate_options"": null, ""request_three_d_secure"": ""automatic""}, ""link"": {""persistent_token"": null}, ""klarna"": {""preferred_locale"": null}, ""cashapp"": {}, ""amazon_pay"": {""express_checkout_element_session_id"": null}}, ""automatic_payment_methods"": {""enabled"": true, ""allow_redirects"": ""always""}, ""statement_descriptor_suffix"": null, ""excluded_payment_method_types"": null, ""payment_method_configuration_details"": {""id"": ""pmc_1RepcM2Ng8vHl391FBxLc5tB"", ""parent"": null}}",,180,,0,0,f,,f,,f,,0,0
pay-st6hhp9ada,ord-79zhxres37,tid-m8ijkrnk,5999,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-14 21:29:59.859,2026-01-14 21:29:59.858,paypal,,0,5999,{},,180,,0,0,f,,f,,f,,0,0
pay-4rxg38uuhf,ord-s87qpl5eiz,tid-m8ijkrnk,5999,USD,paypal,pending,,,,,,,,,,,,{},,2026-01-14 21:30:08.221,2026-01-14 21:30:08.22,paypal,,0,5999,{},,180,,0,0,f,,f,,f,,0,0
